SMILES,NR3C1,GRIN1,PDE4D,ADRB2,ADRB1,ADORA2A,MAOA,AR,PTGS1,PTGS2,HRH1,OPRK1,ACHE,HTR1B,CHRM2,OPRD1,CHRM1,SLC6A4,HTR2B,CNR1,KCNH2,DRD2,CNR2,ADRA2A,SCN5A,LCK,GABRA1,HTR3A,CCKAR,PDE3A,DRD1,HTR2A,KCNQ1,ADRA1A,CHRM3,OPRM1,CACNA1C,HTR1A,CHRNA4,SLC6A2,EDNRA,HRH2,SLC6A3,AVPR1A
CC(=O)C1=C(O)[C@H](C(C)C)NC1=O,-6.1,-6.3,-6.5,-6.7,-6.9,-6.7,-6.5,-6.2,-6.4,-6.9,-7.1,-6.2,-7.2,-6.4,-6.9,-5.8,-6.8,-6.4,-6.3,-6.2,-4.6,-6.7,-6.7,-5.9,-6.2,-6.0,-7.0,-6.4,-6.1,-6.6,-6.1,-7.0,-5.6,-6.7,-6.8,-5.8,-5.5,-6.2,-6.2,-6.5,-5.8,-5.9,-6.5,-5.5
CCc1c(C)c(O)c(O)c(O)c1C,-6.0,-6.2,-6.6,-7.6,-7.4,-7.0,-7.0,-6.8,-6.1,-6.4,-6.5,-6.2,-7.5,-6.7,-4.6,-6.0,-6.7,-6.3,-6.8,-5.8,-4.8,-5.9,-6.5,-6.3,-5.9,-6.1,-7.6,-7.0,-6.2,-6.7,-6.1,-7.2,-6.3,-6.8,-6.2,-5.7,-6.2,-6.4,-5.1,-6.5,-4.9,-6.3,-6.8,-5.6
CC(=CCO)c1ccc(C)c(=O)o1,-6.3,-6.7,-6.7,-7.1,-6.9,-6.7,-7.5,-6.6,-6.7,-6.6,-6.9,-6.6,-7.6,-6.4,-7.0,-6.0,-6.9,-6.5,-6.9,-7.1,-4.4,-7.0,-6.9,-6.1,-6.5,-6.9,-7.8,-6.5,-6.6,-7.5,-6.3,-8.4,-6.3,-6.8,-6.8,-6.1,-5.8,-6.4,-6.6,-6.9,-5.8,-6.7,-6.9,-5.3
C=C1OC(=O)C(=C2CCCO2)C1=O,-6.6,-6.4,-6.7,-7.3,-7.2,-6.8,-7.4,-6.5,-6.7,-7.2,-6.7,-6.2,-7.4,-6.6,-6.5,-6.1,-7.2,-6.5,-6.8,-6.5,-5.2,-7.3,-6.8,-6.1,-6.0,-6.1,-7.4,-6.7,-6.6,-7.3,-6.2,-7.8,-6.2,-7.1,-6.8,-6.0,-5.6,-6.8,-5.5,-6.6,-6.5,-6.4,-7.5,-5.6
CCCCc1ccc(C(=O)O)nc1,-5.7,-6.1,-6.3,-6.9,-6.3,-6.9,-6.8,-6.1,-6.5,-6.7,-7.0,-6.4,-7.2,-6.2,-7.0,-5.7,-6.7,-6.8,-5.9,-6.4,-4.5,-6.8,-6.8,-6.4,-5.9,-6.0,-7.1,-6.8,-6.0,-6.7,-6.1,-7.8,-5.5,-7.1,-6.5,-6.3,-5.5,-6.4,-6.5,-6.6,-6.0,-6.2,-7.1,-5.2
CC(=CC=O)c1ccc(C)c(=O)o1,-6.2,-6.5,-6.9,-7.5,-7.0,-7.0,-7.3,-6.5,-6.8,-6.8,-7.0,-6.5,-7.4,-6.6,-7.0,-5.9,-7.0,-6.5,-6.7,-6.9,-4.5,-7.3,-6.9,-6.6,-6.1,-6.6,-8.2,-7.0,-6.8,-7.5,-6.6,-8.3,-5.9,-6.8,-6.7,-6.0,-5.7,-6.3,-6.8,-6.9,-5.6,-6.6,-7.0,-5.2
C[C@@H]1Cc2cccc(O)c2C(=O)O1,-6.9,-6.8,-6.9,-7.5,-7.5,-7.5,-7.4,-7.2,-6.6,-7.2,-7.9,-6.3,-7.8,-7.1,-5.1,-6.8,-7.5,-6.8,-6.9,-6.7,-5.1,-7.4,-7.3,-7.2,-6.7,-6.5,-8.3,-7.3,-6.5,-7.0,-6.4,-7.8,-6.6,-7.7,-7.1,-6.5,-6.0,-7.4,-5.7,-7.7,-6.3,-7.0,-7.5,-5.9
O=C(O)Cc1c[nH]c2ccccc12,-6.5,-6.8,-7.6,-7.2,-7.1,-7.4,-7.3,-6.9,-6.6,-7.6,-7.9,-6.3,-7.4,-7.1,-7.7,-7.2,-7.2,-6.9,-6.9,-6.8,-4.9,-7.5,-7.0,-6.4,-6.6,-6.1,-7.9,-7.0,-6.7,-7.5,-6.5,-8.3,-6.4,-7.4,-7.2,-6.7,-6.4,-7.1,-6.0,-7.2,-5.7,-6.8,-8.0,-5.5
C=C(C)C(=O)C(=CC(=O)O)OC,-5.5,-5.5,-5.5,-5.9,-5.7,-5.5,-5.6,-5.2,-5.4,-5.6,-6.1,-5.3,-6.6,-5.3,-6.1,-5.3,-5.8,-5.6,-5.7,-5.7,-3.8,-5.9,-5.7,-5.1,-4.8,-5.2,-6.0,-5.5,-5.3,-5.4,-5.4,-5.8,-4.9,-5.4,-5.5,-5.1,-4.6,-5.4,-5.1,-5.8,-5.6,-5.4,-5.7,-4.7
C=C(C)C(=O)/C(=C\C(=O)O)OC,-5.5,-5.3,-5.3,-5.8,-5.7,-5.4,-5.3,-5.1,-4.9,-5.7,-6.0,-5.0,-6.1,-5.2,-5.7,-4.9,-5.8,-5.2,-5.0,-5.3,-3.8,-5.3,-5.8,-4.6,-4.7,-5.0,-6.2,-5.3,-5.1,-5.3,-5.5,-5.4,-5.0,-5.4,-5.5,-4.8,-4.3,-4.9,-4.6,-5.5,-4.9,-5.1,-5.1,-4.8
C=C(C)C(=O)/C(=C/C(=O)O)OC,-5.6,-5.7,-5.5,-5.7,-5.7,-5.7,-5.5,-5.3,-5.6,-5.8,-6.2,-5.3,-6.4,-5.3,-6.4,-5.1,-5.8,-5.7,-5.6,-5.8,-4.1,-5.9,-5.6,-5.1,-5.1,-5.4,-6.2,-5.7,-5.6,-5.9,-5.6,-6.0,-4.8,-5.5,-5.5,-4.8,-4.5,-5.5,-5.2,-5.8,-5.5,-5.2,-5.8,-5.0
C=C(C)C(=O)/C(=C/C(N)=O)OC,-5.6,-5.4,-5.9,-5.6,-5.8,-5.5,-6.1,-5.5,-5.1,-5.8,-6.2,-5.2,-6.5,-5.3,-6.4,-4.8,-5.8,-5.6,-5.8,-5.8,-4.7,-5.9,-6.0,-5.1,-5.2,-5.6,-6.1,-5.5,-5.1,-5.5,-5.5,-5.8,-5.5,-5.8,-5.5,-5.1,-4.6,-5.5,-4.9,-5.9,-5.9,-5.5,-5.5,-4.6
Cc1cc(O)cc(O)c1C(=O)O,-6.5,-6.2,-6.4,-7.1,-6.9,-6.5,-6.3,-6.7,-6.1,-6.2,-6.8,-5.7,-7.0,-6.3,-5.5,-5.7,-6.6,-6.5,-6.7,-5.9,-4.4,-6.2,-6.5,-5.9,-5.7,-6.0,-7.5,-6.8,-6.3,-6.5,-6.3,-6.9,-5.8,-6.4,-6.3,-5.8,-5.5,-6.3,-5.1,-6.3,-5.9,-6.4,-6.2,-5.4
COC1=C(O)C(=O)C(C)=CC1=O,-6.0,-6.0,-5.9,-6.7,-6.6,-6.2,-5.9,-5.8,-5.8,-6.2,-6.2,-5.4,-6.7,-6.0,-5.3,-5.4,-6.2,-6.0,-6.1,-5.8,-4.9,-6.8,-6.1,-5.4,-5.3,-5.6,-7.1,-6.2,-6.1,-6.7,-5.9,-6.7,-5.5,-6.2,-6.0,-5.2,-4.8,-5.8,-4.8,-6.2,-5.4,-5.8,-6.7,-5.3
O=C(O)c1cccc(C(=O)O)n1,-5.8,-6.0,-6.5,-6.4,-6.2,-6.1,-6.3,-6.2,-6.1,-6.5,-6.6,-5.7,-6.9,-5.9,-6.3,-5.2,-6.2,-6.3,-6.0,-6.2,-4.7,-6.0,-6.2,-5.6,-5.4,-5.5,-6.8,-6.1,-6.6,-6.6,-6.1,-6.9,-5.6,-6.3,-5.9,-5.7,-4.8,-5.8,-5.8,-6.3,-5.5,-6.0,-6.4,-5.1
O=C(C=NO)c1ccc(O)cc1,-6.2,-6.0,-6.3,-7.0,-7.0,-6.6,-6.7,-6.3,-6.2,-6.4,-7.6,-6.5,-6.9,-6.7,-7.0,-5.8,-6.8,-6.3,-6.8,-7.0,-4.8,-6.9,-6.5,-6.1,-6.0,-5.7,-7.0,-6.5,-6.4,-6.7,-6.6,-7.3,-6.0,-6.8,-6.4,-5.8,-5.6,-6.3,-6.5,-6.5,-6.2,-6.6,-7.0,-5.7
CC=C(C)c1ccc(C)c(=O)o1,-6.3,-6.4,-7.3,-7.6,-7.0,-7.2,-7.5,-6.6,-6.8,-6.8,-7.4,-6.6,-7.6,-6.4,-7.3,-6.0,-7.0,-6.7,-6.9,-7.0,-4.7,-7.3,-7.0,-6.8,-6.4,-6.5,-8.3,-6.8,-6.9,-7.4,-6.2,-8.4,-6.2,-6.9,-6.6,-6.0,-6.0,-6.4,-6.6,-7.1,-5.9,-6.3,-7.1,-5.5
C/C=C(\C)c1ccc(C)c(=O)o1,-6.5,-7.2,-7.6,-7.4,-7.2,-7.2,-7.4,-6.6,-6.6,-7.1,-6.8,-6.8,-7.8,-6.9,-7.7,-6.3,-7.1,-6.7,-6.5,-6.9,-5.0,-7.5,-7.1,-6.6,-6.7,-6.6,-7.9,-7.2,-6.8,-7.4,-6.2,-9.0,-6.4,-7.3,-6.8,-6.3,-6.0,-6.8,-7.3,-7.0,-6.3,-6.4,-7.8,-5.8
OCCc1c[nH]c2ccccc12,-6.2,-6.2,-7.1,-7.1,-6.6,-7.1,-7.0,-6.7,-6.2,-7.0,-7.7,-6.0,-7.1,-6.8,-7.2,-6.5,-6.7,-6.6,-6.7,-6.3,-4.7,-7.5,-6.5,-6.1,-6.1,-5.7,-7.2,-6.8,-6.2,-7.3,-5.8,-7.7,-6.3,-6.7,-6.9,-6.3,-5.9,-6.5,-6.1,-6.6,-5.6,-6.4,-7.3,-5.3
CN(C)Cc1cc(=O)[nH]s1,-4.9,-4.7,-4.9,-5.2,-4.9,-4.7,-4.9,-5.2,-4.6,-5.1,-5.5,-4.6,-5.1,-5.1,-5.7,-4.4,-5.1,-4.8,-4.9,-5.3,-4.2,-5.2,-4.9,-4.4,-4.4,-4.4,-5.4,-5.1,-4.7,-4.7,-5.0,-5.1,-4.6,-5.1,-4.9,-4.4,-4.3,-4.9,-4.9,-5.1,-5.1,-4.7,-5.1,-4.4
O=C1C=C(CO)/C(=C\CO)O1,-5.6,-4.9,-5.8,-6.0,-5.8,-5.4,-5.7,-5.7,-5.1,-5.5,-6.1,-5.3,-5.6,-5.5,-5.7,-5.1,-5.6,-5.4,-6.3,-5.1,-4.2,-5.7,-5.6,-5.5,-4.8,-5.4,-6.3,-6.1,-5.6,-5.8,-5.5,-6.0,-5.3,-5.5,-5.5,-5.3,-5.1,-5.5,-5.4,-5.8,-5.4,-5.7,-6.4,-4.8
CN[C@@H]1[C@H]2[C@@H]3CCN2C[C@H]1O3,-5.3,-5.1,-5.0,-5.2,-5.3,-4.8,-5.1,-4.9,-4.8,-5.5,-4.9,-5.1,-5.6,-5.3,-5.9,-5.1,-5.7,-5.2,-5.0,-5.3,-4.0,-5.2,-5.5,-4.5,-4.9,-4.5,-5.5,-5.0,-4.9,-5.0,-5.0,-5.4,-4.6,-5.1,-5.0,-4.6,-4.6,-5.1,-4.4,-5.3,-5.7,-4.6,-5.5,-4.8
CC1=C(O)C(=O)[C@@H]2O[C@@H]2C1=O,-5.7,-5.3,-5.7,-6.4,-6.1,-5.7,-6.0,-5.9,-5.9,-6.2,-6.2,-5.4,-6.7,-5.8,-5.6,-5.2,-6.2,-5.9,-6.0,-5.6,-4.7,-5.7,-5.8,-5.9,-5.2,-5.9,-7.0,-5.6,-5.8,-6.0,-6.0,-6.0,-5.4,-6.0,-5.9,-5.1,-4.7,-6.0,-4.4,-5.9,-5.8,-5.7,-5.7,-5.1
Cc1cccc(O)c1C(=O)O,-6.0,-6.1,-6.4,-7.0,-6.7,-6.4,-6.3,-6.2,-5.9,-6.3,-7.4,-5.9,-6.9,-6.0,-5.8,-5.4,-6.7,-6.7,-6.2,-5.9,-4.5,-6.6,-6.5,-6.1,-5.6,-6.0,-7.3,-6.2,-6.1,-6.4,-6.0,-7.1,-5.7,-6.4,-6.0,-5.6,-5.3,-6.2,-5.0,-6.2,-5.7,-6.4,-6.2,-5.3
CC(=O)c1ccc(C)c(=O)o1,-5.8,-5.8,-6.6,-6.6,-6.5,-6.4,-6.6,-6.0,-6.2,-6.5,-6.8,-6.3,-6.9,-6.3,-6.7,-5.5,-6.4,-6.1,-6.3,-6.5,-4.7,-6.9,-6.3,-6.0,-5.7,-5.7,-7.3,-6.0,-6.1,-6.9,-5.6,-7.7,-5.6,-6.3,-6.3,-6.1,-5.3,-6.2,-6.5,-6.2,-5.6,-6.1,-7.2,-5.5
O=C(O)Cc1ccc(O)cc1,-5.9,-5.8,-6.3,-6.7,-6.4,-6.5,-6.7,-6.2,-6.1,-6.7,-7.2,-5.8,-6.6,-6.4,-6.7,-5.5,-6.3,-5.9,-6.5,-6.2,-4.4,-6.6,-6.4,-5.7,-5.9,-5.6,-6.9,-6.4,-5.6,-6.1,-6.2,-7.4,-5.7,-6.1,-6.0,-6.1,-5.3,-6.1,-6.1,-6.4,-6.1,-6.3,-6.6,-5.1
COC(=CC(=O)O)CCO,-4.6,-4.5,-5.1,-4.8,-4.8,-4.5,-4.9,-4.8,-4.6,-4.6,-5.1,-4.3,-4.8,-4.9,-5.2,-4.3,-4.7,-4.7,-4.6,-4.9,-3.9,-5.2,-4.7,-4.9,-4.2,-4.3,-5.1,-4.6,-4.9,-4.9,-4.7,-4.9,-4.3,-4.6,-4.8,-4.2,-4.4,-4.9,-4.5,-4.5,-4.9,-4.8,-4.8,-4.3
CN(C)Cc1cc(=O)[nH]o1,-5.1,-4.7,-5.3,-5.1,-5.3,-4.8,-5.4,-5.0,-4.8,-5.4,-5.6,-4.9,-5.5,-5.2,-5.8,-4.7,-5.2,-5.0,-5.0,-5.7,-4.1,-5.3,-5.2,-4.6,-4.5,-5.0,-5.7,-5.2,-4.9,-5.6,-5.3,-5.4,-4.7,-5.3,-5.1,-5.1,-4.3,-5.0,-5.3,-5.0,-5.3,-5.3,-5.1,-4.6
Cc1occ(O)c(=O)c1O,-5.3,-5.0,-5.3,-5.7,-5.7,-5.0,-5.3,-5.3,-5.1,-5.5,-5.9,-5.0,-5.7,-5.5,-5.7,-5.1,-5.5,-5.2,-5.5,-5.3,-5.0,-6.0,-5.1,-5.2,-4.9,-5.3,-5.9,-5.1,-5.2,-5.6,-5.6,-5.3,-4.9,-5.5,-5.6,-4.7,-5.0,-5.1,-5.0,-5.3,-5.8,-5.3,-6.0,-4.8
O=c1cc(CO)occ1O,-5.2,-4.9,-5.2,-5.5,-5.2,-5.0,-5.2,-5.4,-5.2,-5.4,-5.5,-5.0,-5.6,-5.7,-5.5,-4.9,-5.3,-5.1,-5.5,-5.6,-4.6,-5.7,-5.1,-5.2,-4.7,-5.5,-5.7,-5.1,-5.4,-5.5,-5.6,-5.2,-5.0,-5.5,-5.2,-4.8,-4.7,-5.2,-5.3,-5.1,-5.4,-5.6,-5.6,-5.2
N[C@@H]1[C@H]2[C@@H]3CCN2C[C@H]1O3,-4.9,-4.9,-5.0,-4.9,-5.0,-4.5,-4.8,-4.8,-4.6,-5.1,-4.6,-4.9,-5.3,-5.1,-5.4,-5.1,-5.6,-5.2,-4.7,-5.0,-3.8,-5.2,-5.6,-4.4,-4.7,-4.2,-5.2,-5.4,-4.7,-5.6,-5.0,-5.1,-4.5,-4.9,-4.7,-4.4,-4.9,-4.8,-4.7,-5.0,-5.8,-4.5,-5.1,-4.6
Cc1cc(O)c(O)c(O)c1,-6.0,-5.4,-5.7,-6.2,-6.1,-5.8,-6.0,-5.7,-5.5,-5.7,-6.2,-5.7,-6.3,-6.1,-6.0,-5.3,-6.0,-5.8,-6.0,-5.4,-4.6,-6.3,-5.6,-5.9,-5.5,-5.5,-6.5,-6.0,-5.6,-5.9,-5.8,-6.5,-5.4,-5.8,-5.8,-5.4,-5.5,-5.5,-5.8,-5.7,-6.0,-5.9,-6.4,-4.9
CC(=O)c1c[nH]cc1CO,-5.2,-4.8,-5.3,-5.8,-5.4,-5.0,-5.4,-5.5,-4.8,-5.3,-5.6,-5.2,-5.4,-5.2,-5.7,-5.1,-5.7,-5.2,-5.5,-5.1,-3.9,-5.4,-5.2,-5.4,-5.0,-5.1,-5.8,-5.4,-5.2,-5.7,-5.3,-5.8,-4.7,-5.3,-5.3,-4.7,-4.6,-5.2,-5.1,-5.6,-5.5,-5.3,-5.5,-4.5
NCc1cc(=O)[nH]s1,-4.5,-4.3,-4.4,-4.9,-4.8,-4.2,-4.6,-4.7,-4.4,-4.9,-4.8,-4.1,-4.9,-4.8,-5.0,-4.3,-4.5,-4.5,-4.7,-4.8,-4.0,-4.6,-4.3,-4.5,-4.0,-4.3,-5.0,-4.7,-4.4,-4.7,-4.8,-4.6,-4.7,-4.3,-4.5,-4.3,-4.3,-4.5,-4.5,-4.6,-4.6,-5.0,-4.7,-4.1
CNCc1cc(=O)[nH]o1,-4.9,-4.7,-5.0,-5.1,-5.2,-4.5,-5.0,-4.9,-4.7,-5.0,-5.1,-4.8,-5.2,-5.1,-5.4,-4.4,-5.0,-5.0,-4.9,-5.6,-4.2,-5.1,-4.7,-4.7,-4.4,-4.7,-5.3,-5.2,-4.7,-5.1,-5.2,-5.1,-4.6,-4.9,-5.1,-4.9,-4.4,-4.9,-5.0,-4.9,-5.2,-5.4,-5.1,-4.4
Oc1cccc(O)c1O,-5.4,-5.3,-5.2,-5.6,-5.7,-5.2,-5.4,-5.3,-5.0,-5.2,-5.8,-5.1,-5.7,-5.4,-5.9,-5.3,-5.7,-5.3,-5.4,-5.2,-4.7,-6.0,-5.2,-5.4,-5.1,-5.2,-5.9,-5.4,-5.5,-5.4,-5.4,-5.9,-4.9,-5.3,-5.4,-5.1,-5.3,-5.1,-5.4,-5.5,-5.7,-5.4,-5.9,-4.6
O=C(O)c1cccnc1,-5.0,-5.2,-5.4,-5.6,-5.6,-5.1,-5.3,-5.5,-5.3,-5.8,-5.6,-4.8,-5.8,-5.5,-5.9,-4.7,-5.3,-5.5,-5.6,-5.4,-4.2,-5.6,-5.4,-5.2,-4.9,-4.8,-6.4,-5.3,-5.3,-5.6,-5.2,-5.8,-4.6,-5.5,-4.9,-5.1,-4.3,-5.4,-5.5,-5.2,-5.4,-5.1,-5.7,-4.7
O=C(O)CC[N+](=O)[O-],-4.4,-4.0,-4.5,-4.7,-4.5,-4.1,-4.2,-4.3,-4.7,-4.3,-4.6,-4.1,-4.5,-4.1,-4.7,-3.7,-4.4,-4.5,-4.4,-4.6,-3.8,-4.4,-4.4,-4.8,-3.6,-3.9,-4.8,-4.3,-4.7,-4.8,-4.5,-4.4,-4.0,-4.3,-4.7,-4.0,-3.5,-4.3,-4.3,-4.1,-4.3,-4.5,-4.7,-4.0
O=CN(O)CC(=O)O,-4.1,-4.1,-4.3,-5.0,-4.6,-4.1,-4.2,-4.4,-4.4,-4.4,-4.3,-4.0,-4.6,-4.2,-4.6,-3.8,-4.1,-4.4,-4.5,-4.9,-3.8,-4.6,-4.2,-4.9,-3.8,-4.2,-4.7,-4.2,-4.4,-4.8,-4.5,-4.5,-4.0,-4.6,-4.8,-4.3,-3.6,-4.1,-4.4,-4.0,-4.6,-4.7,-4.5,-3.9
NCc1cc(=O)[nH]o1,-4.5,-4.3,-4.8,-5.0,-4.9,-4.4,-4.7,-4.7,-4.6,-5.1,-5.0,-4.4,-5.1,-4.8,-5.3,-4.4,-4.8,-4.8,-4.8,-5.3,-4.1,-5.1,-4.6,-4.7,-4.3,-4.7,-5.2,-4.9,-4.8,-5.0,-4.9,-4.8,-4.5,-4.6,-5.0,-4.6,-4.6,-4.5,-4.6,-4.6,-5.0,-5.2,-4.8,-4.2
NCc1cc(=O)o[nH]1,-4.5,-4.9,-4.9,-4.9,-5.1,-4.3,-4.7,-4.6,-4.5,-5.0,-4.9,-4.4,-5.1,-4.9,-5.1,-4.4,-4.7,-4.6,-4.7,-5.3,-4.1,-5.1,-4.6,-5.0,-4.2,-4.8,-5.2,-4.9,-4.6,-4.8,-5.1,-4.7,-4.6,-4.8,-4.9,-4.9,-4.6,-4.5,-4.8,-4.5,-4.9,-4.9,-5.0,-4.1
O=c1cc(O)c1=O,-4.2,-4.2,-4.2,-4.7,-4.5,-4.1,-4.3,-4.5,-4.4,-4.5,-4.6,-4.1,-4.9,-4.6,-5.3,-3.9,-4.3,-4.2,-4.2,-5.2,-4.1,-4.7,-4.4,-5.0,-3.9,-3.8,-5.1,-4.5,-4.5,-4.8,-4.6,-4.4,-4.1,-4.6,-5.0,-4.2,-3.5,-4.3,-4.7,-4.1,-4.4,-4.6,-4.8,-4.3
